date,day_of_week,blood_group,blood_product,units_used
2024-03-31,Sunday,AB+,Plasma,4
2024-03-31,Sunday,O+,RBC,7
2024-03-31,Sunday,AB+,RBC,12
2024-03-31,Sunday,O+,Platelets,10
2024-03-31,Sunday,B-,Plasma,1
2024-03-31,Sunday,A+,Plasma,9
2024-03-31,Sunday,A+,Platelets,6
2024-03-31,Sunday,B-,Platelets,11
2024-03-31,Sunday,A-,RBC,9
2024-03-31,Sunday,A-,Plasma,5
2024-03-31,Sunday,A+,RBC,7
2024-03-31,Sunday,B+,RBC,6
2024-03-31,Sunday,B+,Plasma,6
2024-03-31,Sunday,B+,Platelets,5
2024-03-31,Sunday,B-,RBC,9
2024-03-31,Sunday,A-,Platelets,5
2024-04-01,Monday,AB+,Platelets,8
2024-04-01,Monday,AB-,RBC,12
2024-04-01,Monday,AB-,Plasma,9
2024-04-01,Monday,AB-,Platelets,10
2024-04-01,Monday,O+,RBC,9
2024-04-01,Monday,O+,Platelets,10
2024-04-01,Monday,O-,RBC,10
2024-04-01,Monday,O-,Plasma,4
2024-04-01,Monday,O-,Platelets,12
2024-04-01,Monday,AB+,Plasma,7
2024-04-01,Monday,O+,Plasma,9
2024-04-01,Monday,AB+,RBC,11
2024-04-01,Monday,B-,Platelets,5
2024-04-01,Monday,B-,Plasma,11
2024-04-01,Monday,B-,RBC,12
2024-04-01,Monday,B+,Platelets,5
2024-04-01,Monday,B+,Plasma,15
2024-04-01,Monday,B+,RBC,14
2024-04-01,Monday,A-,Platelets,14
2024-04-01,Monday,A-,Plasma,9
2024-04-01,Monday,A-,RBC,11
2024-04-01,Monday,A+,Platelets,8
2024-04-01,Monday,A+,Plasma,9
2024-04-01,Monday,A+,RBC,8
2024-04-02,Tuesday,AB+,Platelets,7
2024-04-02,Tuesday,O-,Platelets,11
2024-04-02,Tuesday,AB-,RBC,11
2024-04-02,Tuesday,AB-,Plasma,5
2024-04-02,Tuesday,AB-,Platelets,14
2024-04-02,Tuesday,O-,Plasma,9
2024-04-02,Tuesday,O+,Plasma,2
2024-04-02,Tuesday,O+,Platelets,12
2024-04-02,Tuesday,O-,RBC,12
2024-04-02,Tuesday,AB+,Plasma,7
2024-04-02,Tuesday,O+,RBC,11
2024-04-02,Tuesday,AB+,RBC,6
2024-04-02,Tuesday,B+,Platelets,8
2024-04-02,Tuesday,B-,Plasma,10
2024-04-02,Tuesday,B-,RBC,9
2024-04-02,Tuesday,B+,Plasma,11
2024-04-02,Tuesday,B+,RBC,10
2024-04-02,Tuesday,A-,Platelets,13
2024-04-02,Tuesday,A-,Plasma,10
2024-04-02,Tuesday,A-,RBC,14
2024-04-02,Tuesday,A+,Platelets,10
2024-04-02,Tuesday,A+,Plasma,8
2024-04-02,Tuesday,A+,RBC,7
2024-04-02,Tuesday,B-,Platelets,11
2024-04-03,Wednesday,AB+,Platelets,1
2024-04-03,Wednesday,AB-,RBC,8
2024-04-03,Wednesday,AB-,Plasma,7
2024-04-03,Wednesday,AB-,Platelets,11
2024-04-03,Wednesday,O-,Plasma,12
2024-04-03,Wednesday,O+,Plasma,8
2024-04-03,Wednesday,O+,Platelets,13
2024-04-03,Wednesday,O-,RBC,12
2024-04-03,Wednesday,AB+,Plasma,7
2024-04-03,Wednesday,O-,Platelets,10
2024-04-03,Wednesday,O+,RBC,10
2024-04-03,Wednesday,AB+,RBC,6
2024-04-03,Wednesday,B+,Platelets,8
2024-04-03,Wednesday,B-,Plasma,9
2024-04-03,Wednesday,B-,RBC,5
2024-04-03,Wednesday,B+,Plasma,17
2024-04-03,Wednesday,B+,RBC,14
2024-04-03,Wednesday,A-,Platelets,12
2024-04-03,Wednesday,A-,Plasma,12
2024-04-03,Wednesday,A-,RBC,8
2024-04-03,Wednesday,A+,Platelets,7
2024-04-03,Wednesday,A+,Plasma,10
2024-04-03,Wednesday,A+,RBC,8
2024-04-03,Wednesday,B-,Platelets,9
2024-04-04,Thursday,AB-,Platelets,11
2024-04-04,Thursday,AB+,Platelets,17
2024-04-04,Thursday,AB-,RBC,10
2024-04-04,Thursday,AB-,Plasma,4
2024-04-04,Thursday,O+,RBC,5
2024-04-04,Thursday,AB+,Plasma,13
2024-04-04,Thursday,O+,Platelets,6
2024-04-04,Thursday,O-,RBC,7
2024-04-04,Thursday,O-,Plasma,12
2024-04-04,Thursday,O-,Platelets,9
2024-04-04,Thursday,O+,Plasma,11
2024-04-04,Thursday,AB+,RBC,5
2024-04-04,Thursday,B-,Platelets,14
2024-04-04,Thursday,B-,Plasma,16
2024-04-04,Thursday,B-,RBC,5
2024-04-04,Thursday,B+,Platelets,8
2024-04-04,Thursday,B+,Plasma,8
2024-04-04,Thursday,B+,RBC,11
2024-04-04,Thursday,A-,Platelets,12
2024-04-04,Thursday,A-,Plasma,10
2024-04-04,Thursday,A-,RBC,16
2024-04-04,Thursday,A+,Platelets,9
2024-04-04,Thursday,A+,Plasma,5
2024-04-04,Thursday,A+,RBC,9
2024-04-05,Friday,AB+,Platelets,9
2024-04-05,Friday,AB-,RBC,7
2024-04-05,Friday,AB-,Plasma,17
2024-04-05,Friday,AB-,Platelets,6
2024-04-05,Friday,O+,RBC,17
2024-04-05,Friday,O-,Platelets,11
2024-04-05,Friday,O+,Platelets,14
2024-04-05,Friday,O-,RBC,6
2024-04-05,Friday,O-,Plasma,7
2024-04-05,Friday,AB+,Plasma,17
2024-04-05,Friday,O+,Plasma,13
2024-04-05,Friday,AB+,RBC,11
2024-04-05,Friday,B-,Platelets,11
2024-04-05,Friday,B-,Plasma,7
2024-04-05,Friday,A+,Plasma,7
2024-04-05,Friday,A+,Platelets,9
2024-04-05,Friday,A-,RBC,7
2024-04-05,Friday,A-,Plasma,7
2024-04-05,Friday,A+,RBC,17
2024-04-05,Friday,B+,RBC,14
2024-04-05,Friday,B+,Plasma,10
2024-04-05,Friday,B+,Platelets,9
2024-04-05,Friday,B-,RBC,15
2024-04-05,Friday,A-,Platelets,11
2024-04-06,Saturday,AB+,Platelets,14
2024-04-06,Saturday,O-,Platelets,7
2024-04-06,Saturday,O-,Plasma,15
2024-04-06,Saturday,O-,RBC,12
2024-04-06,Saturday,O+,Platelets,11
2024-04-06,Saturday,O+,Plasma,3
2024-04-06,Saturday,O+,RBC,9
2024-04-06,Saturday,AB-,Platelets,8
2024-04-06,Saturday,AB-,Plasma,7
2024-04-06,Saturday,AB-,RBC,9
2024-04-06,Saturday,AB+,Plasma,9
2024-04-06,Saturday,AB+,RBC,13
2024-04-06,Saturday,A+,RBC,15
2024-04-06,Saturday,A+,Plasma,17
2024-04-06,Saturday,A+,Platelets,14
2024-04-06,Saturday,A-,RBC,14
2024-04-06,Saturday,A-,Plasma,10
2024-04-06,Saturday,A-,Platelets,8
2024-04-06,Saturday,B-,Platelets,12
2024-04-06,Saturday,B+,Plasma,10
2024-04-06,Saturday,B+,Platelets,3
2024-04-06,Saturday,B-,RBC,10
2024-04-06,Saturday,B-,Plasma,7
2024-04-06,Saturday,B+,RBC,8
2024-04-07,Sunday,AB+,Platelets,10
2024-04-07,Sunday,AB-,RBC,8
2024-04-07,Sunday,AB-,Plasma,11
2024-04-07,Sunday,AB-,Platelets,8
2024-04-07,Sunday,O+,RBC,12
2024-04-07,Sunday,O+,Platelets,10
2024-04-07,Sunday,O-,RBC,11
2024-04-07,Sunday,O-,Plasma,10
2024-04-07,Sunday,O-,Platelets,9
2024-04-07,Sunday,AB+,Plasma,2
2024-04-07,Sunday,O+,Plasma,7
2024-04-07,Sunday,B-,Platelets,12
2024-04-07,Sunday,B+,Platelets,5
2024-04-07,Sunday,B-,Plasma,8
2024-04-07,Sunday,B-,RBC,7
2024-04-07,Sunday,B+,Plasma,4
2024-04-07,Sunday,B+,RBC,14
2024-04-07,Sunday,A-,Platelets,13
2024-04-07,Sunday,A-,Plasma,8
2024-04-07,Sunday,A-,RBC,10
2024-04-07,Sunday,A+,Platelets,5
2024-04-07,Sunday,A+,Plasma,11
2024-04-07,Sunday,A+,RBC,15
2024-04-07,Sunday,AB+,RBC,9
2024-04-08,Monday,AB-,Platelets,13
2024-04-08,Monday,AB+,Platelets,10
2024-04-08,Monday,AB-,RBC,6
2024-04-08,Monday,AB-,Plasma,13
2024-04-08,Monday,O+,RBC,7
2024-04-08,Monday,AB+,Plasma,7
2024-04-08,Monday,O+,Platelets,12
2024-04-08,Monday,O-,RBC,12
2024-04-08,Monday,O-,Plasma,9
2024-04-08,Monday,O-,Platelets,5
2024-04-08,Monday,O+,Plasma,9
2024-04-08,Monday,AB+,RBC,4
2024-04-08,Monday,A+,RBC,12
2024-04-08,Monday,B-,Plasma,9
2024-04-08,Monday,A+,Plasma,8
2024-04-08,Monday,A+,Platelets,12
2024-04-08,Monday,A-,RBC,4
2024-04-08,Monday,A-,Plasma,6
2024-04-08,Monday,B-,Platelets,8
2024-04-08,Monday,B+,RBC,8
2024-04-08,Monday,B+,Plasma,11
2024-04-08,Monday,B+,Platelets,6
2024-04-08,Monday,B-,RBC,13
2024-04-08,Monday,A-,Platelets,13
2024-04-09,Tuesday,AB+,Platelets,12
2024-04-09,Tuesday,O-,Platelets,10
2024-04-09,Tuesday,O-,Plasma,16
2024-04-09,Tuesday,O-,RBC,7
2024-04-09,Tuesday,O+,Platelets,13
2024-04-09,Tuesday,O+,Plasma,13
2024-04-09,Tuesday,O+,RBC,11
2024-04-09,Tuesday,AB-,Platelets,13
2024-04-09,Tuesday,AB-,Plasma,13
2024-04-09,Tuesday,AB-,RBC,15
2024-04-09,Tuesday,AB+,Plasma,11
2024-04-09,Tuesday,AB+,RBC,11
2024-04-09,Tuesday,A+,RBC,12
2024-04-09,Tuesday,B-,Platelets,15
2024-04-09,Tuesday,A+,Plasma,11
2024-04-09,Tuesday,A+,Platelets,8
2024-04-09,Tuesday,A-,Plasma,15
2024-04-09,Tuesday,A-,Platelets,5
2024-04-09,Tuesday,A-,RBC,1
2024-04-09,Tuesday,B+,Plasma,11
2024-04-09,Tuesday,B+,Platelets,9
2024-04-09,Tuesday,B-,RBC,5
2024-04-09,Tuesday,B-,Plasma,8
2024-04-09,Tuesday,B+,RBC,12
2024-04-10,Wednesday,AB-,Platelets,6
2024-04-10,Wednesday,AB+,Platelets,3
2024-04-10,Wednesday,AB-,RBC,10
2024-04-10,Wednesday,AB-,Plasma,11
2024-04-10,Wednesday,O+,RBC,12
2024-04-10,Wednesday,AB+,Plasma,12
2024-04-10,Wednesday,O+,Platelets,5
2024-04-10,Wednesday,O-,RBC,4
2024-04-10,Wednesday,O-,Plasma,12
2024-04-10,Wednesday,O-,Platelets,12
2024-04-10,Wednesday,O+,Plasma,21
2024-04-10,Wednesday,AB+,RBC,8
2024-04-10,Wednesday,A+,RBC,7
2024-04-10,Wednesday,B-,Plasma,15
2024-04-10,Wednesday,B-,RBC,1
2024-04-10,Wednesday,B+,Platelets,14
2024-04-10,Wednesday,B+,Plasma,13
2024-04-10,Wednesday,B+,RBC,13
2024-04-10,Wednesday,A-,Platelets,11
2024-04-10,Wednesday,A-,Plasma,9
2024-04-10,Wednesday,A-,RBC,7
2024-04-10,Wednesday,A+,Platelets,14
2024-04-10,Wednesday,A+,Plasma,9
2024-04-10,Wednesday,B-,Platelets,15
2024-04-11,Thursday,AB+,Platelets,13
2024-04-11,Thursday,AB-,RBC,3
2024-04-11,Thursday,AB-,Plasma,14
2024-04-11,Thursday,AB-,Platelets,12
2024-04-11,Thursday,O+,RBC,7
2024-04-11,Thursday,O-,Platelets,11
2024-04-11,Thursday,O+,Platelets,18
2024-04-11,Thursday,O-,RBC,6
2024-04-11,Thursday,O-,Plasma,7
2024-04-11,Thursday,AB+,Plasma,12
2024-04-11,Thursday,O+,Plasma,5
2024-04-11,Thursday,AB+,RBC,4
2024-04-11,Thursday,B-,Platelets,4
2024-04-11,Thursday,B-,Plasma,7
2024-04-11,Thursday,A+,Plasma,11
2024-04-11,Thursday,A+,Platelets,4
2024-04-11,Thursday,A-,RBC,3
2024-04-11,Thursday,A-,Plasma,4
2024-04-11,Thursday,A+,RBC,17
2024-04-11,Thursday,B+,RBC,13
2024-04-11,Thursday,B+,Plasma,10
2024-04-11,Thursday,B+,Platelets,10
2024-04-11,Thursday,B-,RBC,13
2024-04-11,Thursday,A-,Platelets,10
2024-04-12,Friday,AB+,Plasma,9
2024-04-12,Friday,O-,Plasma,10
2024-04-12,Friday,O-,RBC,6
2024-04-12,Friday,O+,Platelets,16
2024-04-12,Friday,O+,Plasma,6
2024-04-12,Friday,O+,RBC,10
2024-04-12,Friday,AB-,Platelets,10
2024-04-12,Friday,AB-,Plasma,14
2024-04-12,Friday,AB-,RBC,6
2024-04-12,Friday,AB+,Platelets,14
2024-04-12,Friday,AB+,RBC,11
2024-04-12,Friday,O-,Platelets,9
2024-04-12,Friday,B-,Plasma,14
2024-04-12,Friday,A+,RBC,9
2024-04-12,Friday,A+,Plasma,8
2024-04-12,Friday,A+,Platelets,17
2024-04-12,Friday,A-,RBC,4
2024-04-12,Friday,A-,Plasma,8
2024-04-12,Friday,B-,Platelets,8
2024-04-12,Friday,B+,RBC,12
2024-04-12,Friday,B+,Plasma,15
2024-04-12,Friday,B+,Platelets,12
2024-04-12,Friday,B-,RBC,13
2024-04-12,Friday,A-,Platelets,3
2024-04-13,Saturday,AB+,Plasma,12
2024-04-13,Saturday,AB+,Platelets,11
2024-04-13,Saturday,AB-,RBC,13
2024-04-13,Saturday,AB-,Plasma,7
2024-04-13,Saturday,AB-,Platelets,9
2024-04-13,Saturday,O+,Plasma,12
2024-04-13,Saturday,O+,Platelets,11
2024-04-13,Saturday,O-,RBC,9
2024-04-13,Saturday,O-,Plasma,6
2024-04-13,Saturday,AB+,RBC,5
2024-04-13,Saturday,O+,RBC,9
2024-04-13,Saturday,O-,Platelets,7
2024-04-13,Saturday,B-,Platelets,4
2024-04-13,Saturday,B-,RBC,11
2024-04-13,Saturday,B+,Platelets,13
2024-04-13,Saturday,B+,Plasma,7
2024-04-13,Saturday,B+,RBC,7
2024-04-13,Saturday,A-,Platelets,11
2024-04-13,Saturday,A-,Plasma,12
2024-04-13,Saturday,A-,RBC,11
2024-04-13,Saturday,A+,Platelets,5
2024-04-13,Saturday,A+,Plasma,19
2024-04-13,Saturday,A+,RBC,7
2024-04-13,Saturday,B-,Plasma,5
2024-04-14,Sunday,AB+,Platelets,0
2024-04-14,Sunday,AB-,RBC,17
2024-04-14,Sunday,AB-,Plasma,10
2024-04-14,Sunday,AB-,Platelets,10
2024-04-14,Sunday,AB+,Plasma,12
2024-04-14,Sunday,O+,Plasma,4
2024-04-14,Sunday,O+,Platelets,6
2024-04-14,Sunday,O-,RBC,8
2024-04-14,Sunday,O-,Plasma,9
2024-04-14,Sunday,O+,RBC,6
2024-04-14,Sunday,AB+,RBC,10
2024-04-14,Sunday,O-,Platelets,8
2024-04-14,Sunday,B-,Plasma,10
2024-04-14,Sunday,A+,RBC,10
2024-04-14,Sunday,A+,Plasma,4
2024-04-14,Sunday,A+,Platelets,1
2024-04-14,Sunday,A-,RBC,14
2024-04-14,Sunday,A-,Plasma,4
2024-04-14,Sunday,B-,Platelets,3
2024-04-14,Sunday,B+,RBC,14
2024-04-14,Sunday,B+,Plasma,14
2024-04-14,Sunday,B+,Platelets,7
2024-04-14,Sunday,B-,RBC,14
2024-04-14,Sunday,A-,Platelets,7
2024-04-15,Monday,O-,Platelets,11
2024-04-15,Monday,O-,Plasma,8
2024-04-15,Monday,O-,RBC,11
2024-04-15,Monday,O+,Platelets,13
2024-04-15,Monday,O+,Plasma,14
2024-04-15,Monday,O+,RBC,8
2024-04-15,Monday,AB-,Platelets,7
2024-04-15,Monday,AB-,Plasma,13
2024-04-15,Monday,AB+,Platelets,7
2024-04-15,Monday,AB+,Plasma,11
2024-04-15,Monday,AB+,RBC,0
2024-04-15,Monday,AB-,RBC,11
2024-04-15,Monday,B-,Plasma,6
2024-04-15,Monday,A+,RBC,5
2024-04-15,Monday,A+,Plasma,9
2024-04-15,Monday,A+,Platelets,12
2024-04-15,Monday,A-,RBC,12
2024-04-15,Monday,A-,Plasma,6
2024-04-15,Monday,B-,Platelets,6
2024-04-15,Monday,B+,RBC,16
2024-04-15,Monday,B+,Plasma,10
2024-04-15,Monday,B+,Platelets,10
2024-04-15,Monday,B-,RBC,7
2024-04-15,Monday,A-,Platelets,6
2024-04-16,Tuesday,AB+,Plasma,13
2024-04-16,Tuesday,AB+,Platelets,11
2024-04-16,Tuesday,AB-,RBC,10
2024-04-16,Tuesday,AB-,Plasma,16
2024-04-16,Tuesday,AB-,Platelets,15
2024-04-16,Tuesday,O+,Plasma,8
2024-04-16,Tuesday,O+,Platelets,13
2024-04-16,Tuesday,O-,RBC,10
2024-04-16,Tuesday,O-,Plasma,8
2024-04-16,Tuesday,AB+,RBC,5
2024-04-16,Tuesday,O+,RBC,13
2024-04-16,Tuesday,O-,Platelets,13
2024-04-16,Tuesday,B-,Platelets,2
2024-04-16,Tuesday,B-,RBC,9
2024-04-16,Tuesday,A+,RBC,11
2024-04-16,Tuesday,A+,Plasma,14
2024-04-16,Tuesday,A+,Platelets,9
2024-04-16,Tuesday,A-,RBC,14
2024-04-16,Tuesday,B-,Plasma,4
2024-04-16,Tuesday,A-,Platelets,5
2024-04-16,Tuesday,B+,RBC,6
2024-04-16,Tuesday,B+,Plasma,9
2024-04-16,Tuesday,B+,Platelets,7
2024-04-16,Tuesday,A-,Plasma,10
2024-04-17,Wednesday,AB+,Plasma,7
2024-04-17,Wednesday,AB+,Platelets,4
2024-04-17,Wednesday,AB-,RBC,12
2024-04-17,Wednesday,AB-,Plasma,0
2024-04-17,Wednesday,AB-,Platelets,12
2024-04-17,Wednesday,O+,Plasma,7
2024-04-17,Wednesday,O+,Platelets,14
2024-04-17,Wednesday,O-,RBC,14
2024-04-17,Wednesday,AB+,RBC,13
2024-04-17,Wednesday,O-,Platelets,10
2024-04-17,Wednesday,O+,RBC,14
2024-04-17,Wednesday,O-,Plasma,6
2024-04-17,Wednesday,B-,Platelets,10
2024-04-17,Wednesday,B-,RBC,9
2024-04-17,Wednesday,B+,Platelets,10
2024-04-17,Wednesday,B+,Plasma,15
2024-04-17,Wednesday,B+,RBC,10
2024-04-17,Wednesday,A-,Platelets,11
2024-04-17,Wednesday,A-,Plasma,7
2024-04-17,Wednesday,A-,RBC,11
2024-04-17,Wednesday,A+,Platelets,8
2024-04-17,Wednesday,A+,Plasma,10
2024-04-17,Wednesday,A+,RBC,13
2024-04-17,Wednesday,B-,Plasma,14
2024-04-18,Thursday,AB+,Platelets,12
2024-04-18,Thursday,AB-,RBC,7
2024-04-18,Thursday,AB-,Plasma,7
2024-04-18,Thursday,AB-,Platelets,11
2024-04-18,Thursday,AB+,Plasma,7
2024-04-18,Thursday,O+,Plasma,4
2024-04-18,Thursday,O+,Platelets,7
2024-04-18,Thursday,O-,RBC,13
2024-04-18,Thursday,O-,Plasma,10
2024-04-18,Thursday,O+,RBC,11
2024-04-18,Thursday,AB+,RBC,14
2024-04-18,Thursday,O-,Platelets,15
2024-04-18,Thursday,B-,Plasma,15
2024-04-18,Thursday,A+,RBC,12
2024-04-18,Thursday,A+,Plasma,11
2024-04-18,Thursday,A+,Platelets,11
2024-04-18,Thursday,A-,RBC,13
2024-04-18,Thursday,A-,Plasma,9
2024-04-18,Thursday,B-,Platelets,17
2024-04-18,Thursday,B+,RBC,13
2024-04-18,Thursday,B+,Plasma,10
2024-04-18,Thursday,B+,Platelets,10
2024-04-18,Thursday,B-,RBC,12
2024-04-18,Thursday,A-,Platelets,9
2024-04-19,Friday,AB+,Plasma,11
2024-04-19,Friday,O-,Plasma,8
2024-04-19,Friday,O-,RBC,15
2024-04-19,Friday,O+,Platelets,7
2024-04-19,Friday,O+,Plasma,18
2024-04-19,Friday,O+,RBC,9
2024-04-19,Friday,AB-,Platelets,6
2024-04-19,Friday,AB-,Plasma,8
2024-04-19,Friday,AB-,RBC,11
2024-04-19,Friday,AB+,Platelets,13
2024-04-19,Friday,AB+,RBC,16
2024-04-19,Friday,O-,Platelets,11
2024-04-19,Friday,B-,Plasma,6
2024-04-19,Friday,A+,RBC,9
2024-04-19,Friday,A+,Plasma,9
2024-04-19,Friday,A+,Platelets,12
2024-04-19,Friday,A-,RBC,14
2024-04-19,Friday,A-,Plasma,3
2024-04-19,Friday,B-,Platelets,5
2024-04-19,Friday,B+,RBC,19
2024-04-19,Friday,B+,Plasma,8
2024-04-19,Friday,B+,Platelets,10
2024-04-19,Friday,B-,RBC,12
2024-04-19,Friday,A-,Platelets,8
2024-04-20,Saturday,AB+,Plasma,9
2024-04-20,Saturday,AB+,Platelets,9
2024-04-20,Saturday,AB-,RBC,11
2024-04-20,Saturday,AB-,Plasma,12
2024-04-20,Saturday,AB-,Platelets,10
2024-04-20,Saturday,O+,Plasma,14
2024-04-20,Saturday,O+,Platelets,13
2024-04-20,Saturday,O-,RBC,9
2024-04-20,Saturday,O-,Plasma,10
2024-04-20,Saturday,AB+,RBC,5
2024-04-20,Saturday,O+,RBC,19
2024-04-20,Saturday,O-,Platelets,10
2024-04-20,Saturday,B-,Platelets,11
2024-04-20,Saturday,B-,RBC,7
2024-04-20,Saturday,B+,Platelets,4
2024-04-20,Saturday,B+,Plasma,10
2024-04-20,Saturday,B+,RBC,4
2024-04-20,Saturday,A-,Platelets,7
2024-04-20,Saturday,A-,Plasma,16
2024-04-20,Saturday,A-,RBC,6
2024-04-20,Saturday,A+,Platelets,13
2024-04-20,Saturday,A+,Plasma,7
2024-04-20,Saturday,A+,RBC,4
2024-04-20,Saturday,B-,Plasma,17
2024-04-21,Sunday,AB+,Platelets,12
2024-04-21,Sunday,AB-,RBC,9
2024-04-21,Sunday,AB-,Plasma,10
2024-04-21,Sunday,AB-,Platelets,15
2024-04-21,Sunday,AB+,Plasma,9
2024-04-21,Sunday,O+,Plasma,13
2024-04-21,Sunday,O+,Platelets,11
2024-04-21,Sunday,O-,RBC,7
2024-04-21,Sunday,O-,Plasma,9
2024-04-21,Sunday,O+,RBC,5
2024-04-21,Sunday,AB+,RBC,8
2024-04-21,Sunday,O-,Platelets,5
2024-04-21,Sunday,B-,Plasma,13
2024-04-21,Sunday,A+,RBC,12
2024-04-21,Sunday,A+,Plasma,7
2024-04-21,Sunday,A+,Platelets,12
2024-04-21,Sunday,A-,RBC,11
2024-04-21,Sunday,A-,Plasma,4
2024-04-21,Sunday,B-,Platelets,17
2024-04-21,Sunday,B+,RBC,11
2024-04-21,Sunday,B+,Plasma,7
2024-04-21,Sunday,B+,Platelets,12
2024-04-21,Sunday,B-,RBC,12
2024-04-21,Sunday,A-,Platelets,9
2024-04-22,Monday,O-,Platelets,10
2024-04-22,Monday,O-,Plasma,13
2024-04-22,Monday,O-,RBC,12
2024-04-22,Monday,O+,Platelets,6
2024-04-22,Monday,O+,Plasma,10
2024-04-22,Monday,O+,RBC,12
2024-04-22,Monday,AB-,Platelets,8
2024-04-22,Monday,AB-,Plasma,4
2024-04-22,Monday,AB+,Platelets,9
2024-04-22,Monday,AB+,Plasma,5
2024-04-22,Monday,AB+,RBC,9
2024-04-22,Monday,AB-,RBC,5
2024-04-22,Monday,B-,Plasma,10
2024-04-22,Monday,A+,RBC,15
2024-04-22,Monday,A+,Plasma,11
2024-04-22,Monday,A+,Platelets,12
2024-04-22,Monday,A-,RBC,3
2024-04-22,Monday,A-,Plasma,8
2024-04-22,Monday,B-,Platelets,11
2024-04-22,Monday,B+,RBC,13
2024-04-22,Monday,B+,Plasma,16
2024-04-22,Monday,B+,Platelets,3
2024-04-22,Monday,B-,RBC,4
2024-04-22,Monday,A-,Platelets,9
2024-04-23,Tuesday,AB+,Plasma,14
2024-04-23,Tuesday,AB+,Platelets,9
2024-04-23,Tuesday,AB-,RBC,8
2024-04-23,Tuesday,AB-,Plasma,3
2024-04-23,Tuesday,AB-,Platelets,11
2024-04-23,Tuesday,O+,Plasma,9
2024-04-23,Tuesday,O+,Platelets,5
2024-04-23,Tuesday,O-,RBC,12
2024-04-23,Tuesday,O-,Plasma,12
2024-04-23,Tuesday,AB+,RBC,15
2024-04-23,Tuesday,O+,RBC,4
2024-04-23,Tuesday,O-,Platelets,13
2024-04-23,Tuesday,B-,Platelets,11
2024-04-23,Tuesday,B-,RBC,8
2024-04-23,Tuesday,A+,RBC,15
2024-04-23,Tuesday,A+,Plasma,17
2024-04-23,Tuesday,A+,Platelets,12
2024-04-23,Tuesday,A-,RBC,12
2024-04-23,Tuesday,B-,Plasma,13
2024-04-23,Tuesday,A-,Platelets,4
2024-04-23,Tuesday,B+,RBC,6
2024-04-23,Tuesday,B+,Plasma,7
2024-04-23,Tuesday,B+,Platelets,10
2024-04-23,Tuesday,A-,Plasma,16
2024-04-24,Wednesday,AB+,Plasma,9
2024-04-24,Wednesday,O-,Plasma,8
2024-04-24,Wednesday,O-,RBC,6
2024-04-24,Wednesday,O+,Platelets,10
2024-04-24,Wednesday,O+,Plasma,12
2024-04-24,Wednesday,O+,RBC,19
2024-04-24,Wednesday,AB-,Platelets,8
2024-04-24,Wednesday,AB-,Plasma,8
2024-04-24,Wednesday,AB-,RBC,16
2024-04-24,Wednesday,AB+,Platelets,7
2024-04-24,Wednesday,O-,Platelets,10
2024-04-24,Wednesday,AB+,RBC,8
2024-04-24,Wednesday,B-,Plasma,16
2024-04-24,Wednesday,B-,Platelets,7
2024-04-24,Wednesday,A+,RBC,15
2024-04-24,Wednesday,A+,Plasma,6
2024-04-24,Wednesday,A-,RBC,3
2024-04-24,Wednesday,A-,Plasma,9
2024-04-24,Wednesday,A+,Platelets,6
2024-04-24,Wednesday,B+,RBC,6
2024-04-24,Wednesday,B+,Plasma,4
2024-04-24,Wednesday,B+,Platelets,11
2024-04-24,Wednesday,B-,RBC,14
2024-04-24,Wednesday,A-,Platelets,3
2024-04-25,Thursday,AB-,Platelets,18
2024-04-25,Thursday,AB+,Platelets,10
2024-04-25,Thursday,AB-,RBC,8
2024-04-25,Thursday,AB-,Plasma,14
2024-04-25,Thursday,O+,RBC,8
2024-04-25,Thursday,AB+,Plasma,15
2024-04-25,Thursday,O+,Platelets,7
2024-04-25,Thursday,O-,RBC,7
2024-04-25,Thursday,O-,Plasma,5
2024-04-25,Thursday,O-,Platelets,14
2024-04-25,Thursday,O+,Plasma,7
2024-04-25,Thursday,AB+,RBC,2
2024-04-25,Thursday,B-,Platelets,8
2024-04-25,Thursday,B-,Plasma,12
2024-04-25,Thursday,A+,Plasma,14
2024-04-25,Thursday,A+,Platelets,10
2024-04-25,Thursday,A-,RBC,12
2024-04-25,Thursday,A-,Plasma,15
2024-04-25,Thursday,A+,RBC,7
2024-04-25,Thursday,B+,RBC,23
2024-04-25,Thursday,B+,Plasma,19
2024-04-25,Thursday,B+,Platelets,6
2024-04-25,Thursday,B-,RBC,18
2024-04-25,Thursday,A-,Platelets,12
2024-04-26,Friday,AB+,Plasma,4
2024-04-26,Friday,O-,Plasma,4
2024-04-26,Friday,O-,RBC,5
2024-04-26,Friday,O+,Platelets,9
2024-04-26,Friday,O+,Plasma,16
2024-04-26,Friday,O+,RBC,16
2024-04-26,Friday,AB-,Platelets,6
2024-04-26,Friday,AB-,Plasma,8
2024-04-26,Friday,AB-,RBC,10
2024-04-26,Friday,AB+,Platelets,16
2024-04-26,Friday,AB+,RBC,4
2024-04-26,Friday,O-,Platelets,6
2024-04-26,Friday,B-,Plasma,9
2024-04-26,Friday,A+,RBC,14
2024-04-26,Friday,A+,Plasma,12
2024-04-26,Friday,A+,Platelets,1
2024-04-26,Friday,A-,RBC,7
2024-04-26,Friday,A-,Plasma,12
2024-04-26,Friday,B-,Platelets,7
2024-04-26,Friday,B+,RBC,17
2024-04-26,Friday,B+,Plasma,11
